Date,Close Price,Open Price,High Price,Low Price,Total Traded Quantity,Month,Year,Day_perc_Change,Trend,sma21,sma34,Trade Call,sma14,std14,Bollinger Upper,Bollinger Lower
2019-04-23,1923.77,1891.2,1929.26,1889.58,4.64,4,2019,1.1578808991718148,Positive,1901.1585714285702,1860.2808823529392,HODL,1921.237142857144,22.2738375086705,1965.7848178744848,1876.689467839803
2019-04-22,1887.31,1855.4,1888.42,1845.64,3.37,4,2019,-1.8952369566008431,Negative,1902.5771428571416,1861.0655882352921,HODL,1921.0464285714297,22.57149789076894,1966.1894243529675,1875.903432789892
2019-04-18,1861.69,1868.79,1870.82,1859.48,2.75,4,2019,-1.3574876411400316,Negative,1902.7066666666656,1862.7614705882334,HODL,1918.319285714287,27.165822550314584,1972.6509308149161,1863.9876406136577
2019-04-17,1864.82,1872.99,1876.47,1860.44,2.89,4,2019,0.1681268095117705,Slight or No change,1902.507619047618,1866.0102941176451,HODL,1914.5371428571439,30.703761089725756,1975.9446650365953,1853.1296206776924
2019-04-16,1863.04,1851.35,1869.77,1848.0,3.04,4,2019,-0.09545157173346253,Slight or No change,1900.3871428571417,1869.6732352941158,HODL,1910.397142857144,33.54171350803286,1977.4805698732098,1843.3137158410782
2019-04-15,1844.87,1842.0,1846.85,1818.9,3.72,4,2019,-0.9752877018206818,Slight negative,1899.1357142857132,1873.064705882351,HODL,1902.8485714285725,35.63644048035513,1974.1214523892827,1831.5756904678624
2019-04-12,1843.06,1848.4,1851.5,1841.3,3.11,4,2019,-0.09810989392206038,Slight or No change,1899.2757142857129,1877.4873529411745,HODL,1894.3200000000013,34.54346871362553,1963.4069374272524,1825.2330625727502
2019-04-11,1844.07,1848.7,1849.95,1840.31,2.65,4,2019,0.05480016928369746,Slight or No change,1900.2942857142843,1879.5167647058806,HODL,1890.2664285714297,36.96676087163508,1964.1999503147,1816.3329068281596
2019-04-10,1847.33,1841.0,1848.0,1828.81,2.96,4,2019,0.17678287700575446,Slight or No change,1898.263333333332,1880.4288235294098,HODL,1885.68142857143,38.091539310363345,1961.8645071921567,1809.4983499507032
2019-04-09,1835.84,1845.49,1853.09,1831.78,3.71,4,2019,-0.6219787477061534,Slight negative,1895.214285714284,1880.9185294117628,HODL,1879.2042857142872,38.3220980062989,1955.848481726885,1802.5600897016893
2019-04-08,1849.86,1833.23,1850.2,1825.11,3.75,4,2019,0.7636831096391905,Slight positive,1891.9804761904747,1881.3135294117628,HODL,1872.8778571428586,34.955633017731245,1942.789123178321,1802.9665911073962
2019-04-05,1837.28,1829.0,1838.58,1825.19,3.64,4,2019,-0.6800514633539811,Slight negative,1887.9938095238078,1881.7252941176455,HODL,1864.7814285714298,27.995512238472656,1920.7724530483752,1808.7904040944845
2019-04-04,1818.86,1820.65,1828.75,1804.2,3.62,4,2019,-1.0025690150657574,Negative,1881.7228571428554,1881.8247058823513,SELL,1858.8250000000012,28.280069565249427,1915.3851391305,1802.2648608695024
2019-04-03,1820.7,1826.72,1830.0,1809.62,3.98,4,2019,0.10116226647460813,Slight or No change,1874.9723809523791,1880.6782352941161,HODL,1853.0357142857156,27.087676367473215,1907.211067020662,1798.860361550769
2019-04-02,1813.98,1811.02,1820.0,1805.12,3.45,4,2019,-0.3690888119953883,Slight or No change,1870.8371428571413,1879.3976470588223,HODL,1845.1935714285726,19.99936445418642,1885.1923003369454,1805.1948425201997
2019-04-01,1814.19,1800.11,1815.67,1798.73,4.24,4,2019,0.011576753878217437,Slight or No change,1866.2023809523796,1878.0805882352925,HODL,1839.9707142857153,17.552563023138838,1875.075840331993,1804.8655882394376
2019-03-29,1780.75,1786.58,1792.86,1776.63,3.32,3,2019,-1.8432468484557933,Negative,1859.260952380951,1875.4849999999985,HODL,1834.1892857142868,22.485241130155913,1879.1597679745987,1789.218803453975
2019-03-28,1773.42,1770.0,1777.93,1753.47,3.04,3,2019,-0.4116243155973587,Slight or No change,1851.403333333332,1871.5394117647043,HODL,1827.6607142857154,25.91490941947737,1879.49053312467,1775.8308954467607
2019-03-27,1765.7,1784.13,1787.5,1745.68,4.32,3,2019,-0.4353170709702203,Slight or No change,1842.5971428571415,1868.437941176469,HODL,1820.707857142858,28.610404287888308,1877.9286657186346,1763.4870485670815
2019-03-26,1783.76,1793.0,1805.77,1773.36,4.87,3,2019,1.0228238092541142,Positive,1836.9547619047607,1866.7802941176453,HODL,1816.342857142858,29.29401078943953,1874.9308787217371,1757.754835563979
2019-03-25,1774.26,1757.79,1782.68,1747.5,5.1,3,2019,-0.5325828586805414,Slight negative,1830.8838095238084,1865.3561764705864,HODL,1811.4285714285722,30.223355934706728,1871.8752832979858,1750.9818595591587
2019-03-22,1764.77,1810.17,1818.98,1763.11,6.36,3,2019,-0.5348708757453857,Slight negative,1823.3123809523797,1861.6735294117627,HODL,1805.7642857142866,31.05484942045926,1867.8739845552052,1743.654586873368
2019-03-21,1819.26,1796.26,1823.75,1787.28,5.77,3,2019,3.087654481887148,Among top gainers,1820.0719047619039,1859.3026470588215,HODL,1803.7592857142865,29.003173689544038,1861.7656330933746,1745.7529383351985
2019-03-20,1797.27,1769.94,1799.5,1767.03,6.27,3,2019,-1.2087332211998314,Negative,1817.0042857142846,1855.7585294117628,HODL,1801.0042857142867,27.51513058280726,1856.0345468799012,1745.974024548672
2019-03-19,1761.85,1753.51,1784.16,1753.51,6.36,3,2019,-1.9707667740517576,Negative,1812.1009523809512,1851.0776470588216,HODL,1794.7178571428578,25.472428587235026,1845.662714317328,1743.7729999683877
2019-03-18,1742.15,1712.7,1750.0,1712.63,5.43,3,2019,-1.1181428611970246,Negative,1806.3442857142845,1844.9482352941156,HODL,1787.922857142858,25.929512863965495,1839.7818828707889,1736.063831414927
2019-03-15,1712.36,1703.0,1718.8,1693.13,7.55,3,2019,-1.7099560887409382,Negative,1800.0342857142844,1837.5923529411746,HODL,1780.315714285715,31.234710897254484,1842.785136080224,1717.8462924912062
2019-03-14,1686.22,1691.2,1702.0,1684.34,2.95,3,2019,-1.5265481557616312,Negative,1792.565714285713,1831.2805882352923,HODL,1770.710000000001,37.839976418921104,1846.389952837843,1695.0300471621588
2019-03-13,1690.81,1683.0,1700.0,1679.35,3.55,3,2019,0.2722064736511154,Slight or No change,1785.2676190476177,1824.7891176470569,HODL,1761.9121428571439,41.177210496652094,1844.2665638504482,1679.5577218638396
2019-03-12,1673.1,1669.0,1684.27,1660.98,3.61,3,2019,-1.0474269728709906,Negative,1776.970952380951,1817.3355882352923,HODL,1751.8342857142868,44.52747824300393,1840.8892422002946,1662.779329228279
2019-03-11,1670.62,1626.12,1672.29,1626.01,3.88,3,2019,-0.14822784053553084,Slight or No change,1769.103333333332,1809.45882352941,HODL,1743.967857142858,48.5706179271382,1841.1090929971344,1646.8266212885817
2019-03-08,1620.8,1604.01,1622.72,1586.57,4.67,3,2019,-2.9821263961882343,Negative,1758.1957142857132,1799.757941176469,HODL,1733.0664285714297,57.717801760893046,1848.5020320932158,1617.6308250496436
2019-03-07,1625.95,1667.37,1669.75,1620.51,4.96,3,2019,0.31774432379072515,Slight or No change,1748.13238095238,1791.6314705882337,HODL,1723.0842857142868,63.4407386359992,1849.9657629862852,1596.2028084422884
2019-03-06,1668.95,1695.97,1697.75,1668.28,4.0,3,2019,2.644607767766538,Positive,1740.9938095238083,1784.7844117647041,HODL,1714.8835714285726,62.40618172130708,1839.6959348711869,1590.0712079859584
2019-03-05,1692.43,1702.95,1707.8,1689.01,3.68,3,2019,1.4068725845591599,Positive,1734.8857142857132,1777.9802941176454,HODL,1709.0385714285728,60.21066604426772,1829.4599035171082,1588.6172393400375
2019-03-04,1696.17,1685.0,1709.43,1674.36,6.17,3,2019,0.22098402888155452,Slight or No change,1729.2757142857129,1772.3585294117631,HODL,1704.138571428573,58.07997402218262,1820.298519472938,1587.9786233842078
2019-03-01,1671.73,1655.13,1674.26,1651.0,4.97,3,2019,-1.4408933066850649,Negative,1722.4919047619035,1766.7714705882336,HODL,1693.6007142857159,48.11477151470118,1789.8302573151182,1597.3711712563136
2019-02-28,1639.83,1635.25,1651.77,1633.83,3.03,2,2019,-1.9082028796516213,Negative,1715.7814285714273,1760.1541176470573,HODL,1682.3550000000014,39.680308767018886,1761.7156175340392,1602.9943824659636
2019-02-27,1641.09,1628.18,1641.81,1615.1,3.15,2,2019,0.07683723312781332,Slight or No change,1709.4799999999987,1753.6261764705866,HODL,1673.7292857142872,33.753123721943226,1741.2355331581737,1606.2230382704008
2019-02-26,1636.4,1625.98,1639.99,1616.13,2.67,2,2019,-0.2857856668433634,Slight or No change,1703.322857142856,1747.4947058823511,HODL,1666.1757142857157,28.72126650150263,1723.618247288721,1608.7331812827103
2019-02-25,1633.0,1641.45,1654.6,1630.39,3.18,2,2019,-0.20777316059643613,Slight or No change,1696.1438095238084,1741.3164705882336,HODL,1660.5071428571443,26.662602570341146,1713.8323479978267,1607.181937716462
2019-02-22,1631.56,1623.5,1634.94,1621.17,3.1,2,2019,-0.08818126148193439,Slight or No change,1689.34857142857,1735.0661764705865,HODL,1656.6028571428585,26.609721597872202,1709.8223003386029,1603.3834139471141
2019-02-21,1619.44,1619.85,1623.56,1600.91,3.48,2,2019,-0.742847336291641,Slight negative,1682.428095238094,1728.363529411763,HODL,1651.5050000000012,26.387817629174076,1704.2806352583493,1598.7293647416532
2019-02-20,1622.1,1630.0,1634.93,1610.12,3.34,2,2019,0.16425431013189495,Slight or No change,1673.0395238095225,1722.0770588235278,HODL,1647.8621428571441,26.695785083203138,1701.2537130235505,1594.4705726907378
2019-02-19,1627.58,1601.0,1634.0,1600.56,3.68,2,2019,0.33783367239996753,Slight or No change,1664.9590476190465,1715.5394117647043,HODL,1644.7878571428585,26.349386557903063,1697.4866302586645,1592.0890840270524
2019-02-15,1607.95,1627.86,1628.91,1604.5,4.34,2,2019,-1.2060851079516708,Negative,1657.630476190475,1708.7944117647041,HODL,1643.8700000000013,27.45007804388112,1698.7701560877636,1588.969843912239
2019-02-14,1622.65,1624.5,1637.9,1606.06,4.12,2,2019,0.9142075313287146,Slight positive,1651.939999999999,1703.023529411763,HODL,1643.634285714287,27.629377262469514,1698.893040239226,1588.375531189348
2019-02-13,1640.0,1647.0,1656.38,1637.11,3.56,2,2019,1.0692385911934108,Positive,1648.4942857142846,1697.7088235294102,HODL,1641.56642857143,26.65510561776644,1694.8766398069629,1588.256217335897
2019-02-12,1638.01,1604.0,1639.39,1598.88,4.86,2,2019,-0.12134146341463704,Slight or No change,1646.1985714285704,1692.5332352941161,HODL,1637.6792857142868,22.275266540500194,1682.2298187952872,1593.1287526332865
2019-02-11,1591.0,1600.98,1609.29,1586.0,3.32,2,2019,-2.869945848926436,Negative,1641.4457142857132,1685.9688235294102,HODL,1630.1671428571442,18.43528699514008,1667.0377168474245,1593.296568866864
2019-02-08,1588.22,1586.0,1588.59,1566.76,5.66,2,2019,-0.17473287240729052,Slight or No change,1637.4038095238086,1680.3061764705867,HODL,1624.2021428571443,17.435887032014808,1659.0739169211738,1589.3303687931148
2019-02-07,1614.37,1625.0,1625.54,1592.91,4.63,2,2019,1.6464973366410174,Positive,1634.7252380952373,1675.6282352941162,HODL,1622.3835714285726,17.002878311594706,1656.389328051762,1588.3778148053832
2019-02-06,1640.26,1670.75,1672.26,1633.34,3.94,2,2019,1.6037215755991596,Positive,1635.6519047619038,1671.9388235294105,HODL,1622.3242857142868,16.933942570730185,1656.1921708557472,1588.4564005728264
2019-02-05,1658.81,1643.34,1665.26,1642.5,4.45,2,2019,1.1309182690548925,Positive,1637.2166666666658,1668.2638235294103,HODL,1623.925000000001,19.265491169440143,1662.4559823388813,1585.3940176611209
2019-02-04,1633.31,1623.0,1649.63,1613.5,4.93,2,2019,-1.537246580379914,Negative,1635.519523809523,1664.118235294116,HODL,1623.947142857144,19.276898660775235,1662.5009401786945,1585.3933455355934
2019-02-01,1626.23,1638.88,1673.06,1622.01,11.51,2,2019,-0.4334755802633872,Slight or No change,1632.3671428571422,1660.0435294117633,HODL,1623.5664285714297,19.16730252966004,1661.9010336307497,1585.2318235121097
2019-01-31,1718.73,1692.85,1736.41,1679.08,10.91,1,2019,5.688002312096073,Among top gainers,1633.441428571428,1657.086764705881,HODL,1630.6585714285725,31.75738602329771,1694.173343475168,1567.143799381977
2019-01-30,1670.43,1623.0,1676.95,1619.68,5.78,1,2019,-2.810214518859855,Negative,1633.379523809523,1653.356176470587,HODL,1634.1107142857156,33.342725758233826,1700.7961658021832,1567.425262769248
2019-01-29,1593.88,1631.27,1632.38,1590.72,4.63,1,2019,-4.5826523709464055,Among top losers,1631.1914285714277,1648.41588235294,HODL,1631.7035714285728,35.02452450830339,1701.7526204451797,1561.654522411966
2019-01-28,1637.89,1643.59,1645.0,1614.09,4.84,1,2019,2.761186538509808,Positive,1631.0390476190469,1645.3494117647044,HODL,1633.8421428571442,34.370533036433535,1702.5832089300113,1565.101076784277
2019-01-25,1670.57,1670.5,1683.48,1661.61,4.96,1,2019,1.9952499862627928,Positive,1632.6661904761897,1644.1202941176457,HODL,1637.2650000000012,35.53652958035101,1708.3380591607033,1566.1919408392991
2019-01-24,1654.93,1641.07,1657.26,1631.78,4.09,1,2019,-0.9362074022638888,Slight negative,1633.7104761904754,1643.1999999999987,HODL,1638.3314285714298,35.84757729333986,1710.0265831581096,1566.63627398475
2019-01-23,1640.02,1656.0,1657.43,1612.0,5.23,1,2019,-0.9009444508226938,Slight negative,1634.1133333333325,1641.7061764705868,HODL,1638.4750000000015,35.85021590965679,1710.175431819315,1566.774568180688
2019-01-22,1632.17,1681.0,1681.87,1610.2,6.42,1,2019,-0.4786526993573181,Slight or No change,1634.7195238095228,1640.502352941175,HODL,1641.415714285716,33.25068182395693,1707.9170779336298,1574.914350637802
2019-01-18,1696.2,1712.0,1716.2,1691.54,6.02,1,2019,3.922998217097473,Among top gainers,1638.2480952380943,1641.2547058823513,HODL,1649.128571428573,32.47673909765828,1714.0820496238896,1584.1750932332563
2019-01-17,1693.22,1680.0,1700.17,1677.5,4.21,1,2019,-0.1756868293833258,Slight or No change,1641.3738095238084,1643.3847058823512,HODL,1654.760714285716,32.82049417531486,1720.4017026363456,1589.1197259350863
2019-01-16,1683.78,1684.22,1705.0,1675.88,6.37,1,2019,-0.5575176291326644,Slight negative,1644.984761904761,1645.0855882352926,HODL,1657.8692857142873,33.39733532997277,1724.6639563742328,1591.0746150543418
2019-01-15,1674.56,1632.0,1675.16,1626.01,6.0,1,2019,-0.5475774744919226,Slight negative,1647.4566666666656,1645.2505882352925,BUY,1658.9942857142873,33.69540295380914,1726.3850916219055,1591.6034798066692
2019-01-14,1617.21,1615.0,1648.2,1595.15,6.01,1,2019,-3.424780240779657,Among top losers,1646.3714285714273,1643.038235294116,HODL,1657.8442857142873,34.89288151213037,1727.6300487385479,1588.0585226900266
2019-01-11,1640.56,1640.55,1660.29,1636.22,4.69,1,2019,1.4438446460261822,Positive,1646.4928571428557,1641.402647058822,HODL,1658.8678571428588,34.09521400624519,1727.0582851553493,1590.6774291303684
2019-01-10,1656.22,1641.01,1663.25,1621.62,6.51,1,2019,0.9545521041595562,Slight positive,1649.59857142857,1640.9464705882335,HODL,1654.402857142859,29.4261982772959,1713.2552536974508,1595.550460588267
2019-01-09,1659.42,1652.98,1667.8,1641.4,6.35,1,2019,0.1932110468416015,Slight or No change,1652.989047619046,1641.5226470588218,HODL,1653.6164285714306,29.11034540056929,1711.837119372569,1595.395737770292
2019-01-08,1656.58,1664.69,1676.61,1616.61,8.88,1,2019,-0.1711441346976761,Slight or No change,1654.999047619046,1641.978235294116,HODL,1658.0950000000018,23.494506968483044,1705.084013936968,1611.1059860630357
2019-01-07,1629.51,1602.31,1634.56,1589.18,7.99,1,2019,-1.6340895097127772,Negative,1654.4871428571412,1641.7755882352924,HODL,1657.4964285714304,24.14656898931678,1705.789566550064,1609.203290592797
2019-01-04,1575.39,1530.0,1594.0,1518.31,9.18,1,2019,-3.3212438094887387,Among top losers,1650.5147619047605,1640.0811764705866,HODL,1650.697857142859,32.228985563299226,1715.1558282694575,1586.2398860162605
2019-01-03,1500.28,1520.01,1538.0,1497.11,6.98,1,2019,-4.767708313496987,Among top losers,1644.1799999999985,1636.2199999999984,HODL,1639.6514285714304,51.44264032838742,1742.5367092282052,1536.7661479146557
2019-01-02,1539.13,1465.2,1553.36,1460.93,7.98,1,2019,2.5895166235636147,Positive,1640.0323809523793,1633.8579411764688,HODL,1632.4450000000018,58.03172431457518,1748.508448629152,1516.3815513708514
2018-12-31,1501.97,1510.8,1520.76,1487.0,6.95,12,2018,-2.414350964505929,Negative,1629.7104761904743,1630.3247058823513,SELL,1623.145000000002,67.70560898818731,1758.5562179763767,1487.7337820236273
2018-12-28,1478.02,1473.35,1513.47,1449.0,8.83,12,2018,-1.5945724615005652,Negative,1620.5480952380933,1625.9258823529394,HODL,1607.5607142857164,74.37777609187702,1756.3162664694705,1458.8051621019622
2018-12-27,1461.64,1454.2,1469.0,1390.31,9.72,12,2018,-1.1082394013612773,Negative,1614.2509523809506,1621.6226470588217,HODL,1591.0192857142877,79.44101541533534,1749.9013165449583,1432.137254883617
2018-12-26,1470.9,1368.89,1473.16,1363.01,10.41,12,2018,0.633534933362534,Slight positive,1606.2990476190457,1617.1594117647041,HODL,1575.8135714285734,80.68384373658489,1737.1812589017431,1414.4458839554036
2018-12-24,1343.96,1346.0,1396.03,1307.0,7.22,12,2018,-8.630090420830783,Bear drop,1590.7461904761888,1608.4523529411747,HODL,1552.1992857142875,96.40731415472185,1745.013914023731,1359.384657404844
2018-12-21,1377.45,1464.99,1480.0,1363.96,13.64,12,2018,2.4918896395726087,Positive,1577.5328571428552,1600.78882352941,HODL,1535.0735714285734,104.89249863969722,1744.8585687079678,1325.2885741491789
2018-12-20,1460.83,1484.0,1509.5,1432.69,9.99,12,2018,6.053214272750362,Among top gainers,1568.9999999999982,1596.9602941176452,HODL,1522.2357142857163,101.94608105149506,1726.1278763887065,1318.3435521827262
2018-12-19,1495.08,1543.05,1584.53,1483.18,8.79,12,2018,2.344557546052584,Positive,1562.4719047619033,1594.2208823529393,HODL,1510.725714285716,94.47831144800215,1699.6823371817204,1321.7690913897118
2018-12-18,1551.48,1540.0,1567.55,1523.01,6.52,12,2018,3.7723733847018215,Among top gainers,1555.5804761904747,1592.3711764705863,HODL,1503.0157142857158,85.37639339683015,1673.7685010793762,1332.2629274920555
2018-12-17,1520.91,1566.0,1576.13,1505.01,8.83,12,2018,-1.9703766725964853,Negative,1547.3752380952367,1588.8608823529394,HODL,1493.3250000000019,73.47534780193384,1640.2756956038695,1346.3743043961342
2018-12-14,1591.91,1638.0,1642.57,1585.0,6.37,12,2018,4.668257819331845,Among top gainers,1543.000476190475,1586.893235294116,HODL,1490.6392857142876,68.64278363822488,1627.9248529907372,1353.3537184378379
2018-12-13,1658.38,1680.0,1692.12,1641.5,5.27,12,2018,4.175487307699567,Among top gainers,1542.2299999999984,1587.6305882352924,HODL,1496.5671428571447,79.28338825218694,1655.1339193615186,1338.000366352771
2018-12-12,1663.54,1669.0,1704.99,1660.27,6.6,12,2018,0.3111470229983482,Slight or No change,1544.4361904761888,1588.727941176469,HODL,1508.2285714285736,91.0107467751539,1690.2500649788813,1326.2070778782659
2018-12-11,1643.24,1678.0,1679.47,1619.6,6.24,12,2018,-1.2202892626567374,Negative,1544.5638095238078,1586.5076470588217,HODL,1515.6650000000022,97.73488840500212,1711.1347768100065,1320.195223189998
2018-12-10,1641.03,1623.84,1657.99,1590.87,7.49,12,2018,-0.1344903970205258,Slight or No change,1543.8404761904744,1585.6429411764686,HODL,1525.597857142859,103.15223120585911,1731.9023195545774,1319.2933947311408
2018-12-07,1629.13,1705.07,1718.93,1625.46,7.58,12,2018,-0.7251543238088187,Slight negative,1542.3980952380934,1586.679705882351,HODL,1536.3914285714307,105.66609672833555,1747.7236220281018,1325.0592351147595
2018-12-06,1699.19,1614.87,1701.05,1609.85,8.79,12,2018,4.300454843996482,Among top gainers,1544.4271428571412,1588.4826470588216,HODL,1553.3592857142878,111.64300808065182,1776.6453018755915,1330.0732695529841
2018-12-04,1668.4,1756.0,1770.34,1665.0,8.69,12,2018,-1.8120398542835088,Negative,1546.2790476190462,1588.41882352941,HODL,1567.4664285714305,112.89299485027192,1793.2524182719744,1341.6804388708865
2018-12-03,1772.36,1769.46,1778.34,1730.0,6.86,12,2018,6.2311196355789855,Among top gainers,1555.6585714285698,1591.8726470588217,HODL,1598.0664285714306,105.46599150051458,1808.9984115724596,1387.1344455704016
2018-11-30,1690.17,1679.5,1696.0,1666.5,5.76,11,2018,-4.637319731882905,Among top losers,1564.7009523809506,1593.3476470588218,HODL,1620.4035714285733,86.56974410240481,1793.5430596333829,1447.2640832237637
2018-11-29,1673.57,1674.99,1689.99,1652.33,6.61,11,2018,-0.982149724583925,Slight negative,1571.1028571428556,1594.5652941176454,HODL,1635.5992857142878,74.19121650938655,1783.981718733061,1487.2168526955147
2018-11-28,1677.75,1613.92,1681.45,1601.21,8.46,11,2018,0.2497654714173958,Slight or No change,1579.4733333333318,1594.022647058822,HODL,1648.6471428571447,62.75957596912193,1774.1662947953885,1523.1279909189009
2018-11-27,1581.42,1575.99,1597.65,1558.01,5.78,11,2018,-5.741618238712554,Among top losers,1584.3971428571413,1590.7344117647042,HODL,1650.785714285716,59.62571924601168,1770.0371527777395,1531.5342757936926
2018-11-26,1581.33,1539.0,1584.81,1524.22,6.26,11,2018,-0.005691087756587443,Slight or No change,1590.0966666666652,1587.7211764705867,BUY,1655.1014285714302,51.07579795033606,1757.2530244721024,1552.949832670758
2018-11-23,1502.06,1517.0,1536.2,1501.81,2.71,11,2018,-5.0128689141418885,Among top losers,1591.5804761904747,1582.647647058822,HODL,1648.6835714285733,63.70935236345793,1776.102276155489,1521.2648667016574
2018-11-21,1516.73,1542.99,1550.0,1515.0,5.72,11,2018,0.9766587220217726,Slight positive,1599.8076190476177,1579.692352941175,HODL,1638.565714285716,72.66889628934713,1783.9035068644102,1493.2279217070218
2018-11-20,1495.46,1437.5,1534.75,1420.0,10.88,11,2018,-1.4023590223704918,Negative,1605.4271428571415,1575.4247058823514,HODL,1626.5600000000015,81.5652642885519,1789.6905285771054,1463.4294714228977
2018-11-19,1512.29,1577.01,1581.19,1503.36,7.79,11,2018,1.1254062295213532,Positive,1607.8776190476176,1571.1914705882339,HODL,1617.20642857143,86.84298861093448,1790.892405793299,1443.520451349561
2018-11-16,1593.41,1587.5,1614.48,1573.12,6.07,11,2018,5.36405054586091,Among top gainers,1612.5599999999988,1569.2499999999986,HODL,1613.8050000000017,86.77064912745422,1787.3462982549102,1440.2637017450932
2018-11-15,1619.44,1581.01,1624.82,1546.51,8.43,11,2018,1.633603404020301,Positive,1615.7961904761892,1568.1576470588222,HODL,1613.1128571428585,86.67760019649798,1786.4680575358545,1439.7576567498625
2018-11-14,1599.01,1656.32,1673.0,1597.07,6.49,11,2018,-1.261547201501756,Negative,1619.5152380952368,1567.2605882352927,HODL,1605.9571428571442,83.08560899444488,1772.128360846034,1439.7859248682544
2018-11-13,1631.17,1649.29,1677.06,1613.75,5.93,11,2018,2.011244457508088,Positive,1621.3847619047604,1568.901176470587,HODL,1603.2978571428587,81.51423284674378,1766.3263228363462,1440.2693914493711
2018-11-12,1636.85,1698.24,1708.55,1630.01,6.81,11,2018,0.3482163109914893,Slight or No change,1620.3595238095222,1572.9179411764692,HODL,1593.6185714285727,66.57067393808758,1726.7599193047479,1460.4772235523976
2018-11-09,1712.43,1732.5,1743.92,1701.87,5.9,11,2018,4.617405382289164,Among top gainers,1622.6876190476173,1578.0149999999987,HODL,1595.208571428573,69.2654281461068,1733.7394277207866,1456.6777151363592
2018-11-08,1754.91,1755.0,1784.0,1725.11,6.53,11,2018,2.4806853418825936,Positive,1628.0052380952368,1585.4544117647047,HODL,1601.0185714285728,79.06255623113864,1759.14368389085,1442.8934589662956
2018-11-07,1755.49,1673.0,1759.23,1664.08,8.19,11,2018,0.033050127926781414,Slight or No change,1633.455714285713,1593.615294117646,HODL,1606.57142857143,87.17955493005209,1780.9305384315342,1432.212318711326
2018-11-06,1642.81,1618.35,1665.0,1614.55,4.26,11,2018,-6.418720699064084,Among top losers,1634.1071428571415,1598.9438235294106,HODL,1610.95642857143,87.36088586187304,1785.678200295176,1436.234656847684
2018-11-05,1627.8,1657.57,1658.09,1596.36,5.62,11,2018,-0.9136783925103976,Slight negative,1630.7076190476178,1603.5585294117636,HODL,1614.2757142857158,87.03083023267557,1788.337374751067,1440.2140538203646
2018-11-02,1665.53,1678.59,1697.44,1651.83,6.96,11,2018,2.317852316009339,Positive,1630.570952380951,1613.0164705882341,HODL,1625.9521428571443,81.61477988118784,1789.18170261952,1462.7225830947687
2018-11-01,1665.53,1623.53,1670.45,1598.44,8.14,11,2018,0.0,Slight or No change,1625.4838095238078,1621.4894117647048,HODL,1636.5807142857157,75.77702041204371,1788.134755109803,1485.0266734616282
2018-10-31,1598.01,1569.99,1623.91,1565.09,9.39,10,2018,-4.053964803996324,Among top losers,1621.0952380952367,1625.5241176470577,SELL,1643.9057142857157,65.32139709682541,1774.5485084793665,1513.2629200920649
2018-10-30,1530.42,1486.16,1540.99,1476.36,12.46,10,2018,-4.229635609289051,Among top losers,1614.2785714285699,1626.5635294117635,HODL,1645.2007142857158,62.63590558682097,1770.4725254593577,1519.9289031120738
2018-10-29,1538.88,1660.0,1665.74,1495.0,13.87,10,2018,0.5527894303524628,Slight positive,1607.6657142857127,1626.1929411764693,HODL,1641.3057142857158,67.60277562739046,1776.5112655404967,1506.100163030935
2018-10-26,1642.81,1649.59,1698.46,1603.0,14.96,10,2018,6.753613017259298,Among top gainers,1610.589047619046,1629.778235294116,HODL,1642.9750000000017,67.30921799369611,1777.593435987394,1508.3565640126094
2018-10-25,1782.17,1703.34,1794.81,1692.01,10.29,10,2018,8.483026034660135,Bull run,1620.1528571428553,1635.3741176470571,HODL,1656.057857142859,75.41830599841246,1806.894469139684,1505.2212451460339
2018-10-24,1664.2,1773.7,1777.71,1656.56,6.93,10,2018,-6.619458300835501,Among top losers,1627.8738095238077,1635.5452941176454,HODL,1658.4171428571447,75.09580203657416,1808.608746930293,1508.2255387839964
2018-10-23,1768.7,1742.24,1776.34,1714.0,6.72,10,2018,6.279293354164173,Among top gainers,1639.8723809523788,1638.638235294116,BUY,1667.835000000002,80.2723037541584,1828.379607508319,1507.2903924916852
2018-10-22,1789.3,1784.0,1809.5,1756.0,4.5,10,2018,1.164697235257539,Positive,1653.86476190476,1642.934117647057,HODL,1673.3257142857162,85.98314537112472,1845.2920050279656,1501.3594235434668
2018-10-19,1764.03,1785.16,1809.1,1753.0,5.91,10,2018,-1.4122841334600067,Negative,1665.852380952379,1646.5517647058807,HODL,1673.9771428571446,86.68051306409546,1847.3381689853354,1500.6161167289538
2018-10-18,1770.72,1821.49,1830.15,1767.87,5.87,10,2018,0.3792452509311151,Slight or No change,1674.2957142857122,1650.7161764705868,HODL,1675.0650000000019,87.8696210521363,1850.8042421042744,1499.3257578957293
2018-10-17,1831.73,1842.79,1845.0,1807.0,5.3,10,2018,3.445491099665676,Among top gainers,1684.4047619047599,1654.6144117647043,HODL,1688.5592857142874,96.60709907536886,1881.7734838650251,1495.3450875635497
2018-10-16,1819.96,1783.5,1823.88,1761.55,5.86,10,2018,-0.6425619496323143,Slight negative,1694.9261904761884,1659.0720588235279,HODL,1702.2850000000017,100.8674050996573,1904.0198101993162,1500.5501898006871
2018-10-15,1760.95,1795.0,1795.05,1734.23,6.44,10,2018,-3.242378953383596,Among top losers,1701.1061904761882,1658.7364705882337,HODL,1709.100714285716,101.41511459679587,1911.9309434793079,1506.2704850921243
